#@string, string, string, string, string, string, string, string, string, ra, dec, string, string, int, float, float, float, string, float, string, string, string, string, float
image,HST,ACS/WFC,DADS,F606W,OPTICAL,ANY,PARALLEL FIELD;UNIDENTIFIED,JCC205020,10.4970980183,-74.1358800602,13476,KALLIVAYALIL,3,56566.87536,56566.90887,1452,Proper Motion and Internal Kinematics of the SMC: are the Magellanic Clouds bound to one another?,56932.2306,2012947759,POLYGON 10.59090053 -74.11136048 10.38807717 -74.11113436 10.40353196 -74.16852566 10.61187705 -74.16725322 10.59090053 -74.11136048 10.59090053 -74.11136048,http://archive.stsci.edu/hst/previews/JCC2/JCC205020_256.jpg,2003882395,5328.5702007766
image,HST,ACS/WFC,HLA,F814W,OPTICAL,ANY,,hst_13476_05_acs_wfc_f814w,10.463569439727,-74.1446786065404,13476,Kallivayalil,3,56566.86889,56566.91546,689,,56932.29646,2014960908,POLYGON J2000 10.59805832 -74.13872325 10.59929480 -74.13872180 10.58976850 -74.11119100 10.38507270 -74.11132610 10.38543694 -74.11242057 10.38420410 -74.11242080 10.39338330 -74.13996020 10.39461830 -74.13995992 10.40338735 -74.13995770 10.39309710 -74.13999790 10.39343040 -74.14108793 10.39222640 -74.14109260 10.40095700 -74.16960000 10.40216307 -74.16959528 10.60878220 -74.16868800 10.60843398 -74.16759858 10.60964150 -74.16759270 10.60054650 -74.13909350 10.59819057 -74.13910488 10.59805832 -74.13872325,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_13476_05_acs_wfc_f814w&size=ALL&format=jpeg&output_size=256,2004580815,5328.62658161386
image,HST,ACS/WFC,DADS,F814W,OPTICAL,ANY,PARALLEL FIELD;UNIDENTIFIED,JCC205010,10.49320969887,-74.13623237762,13476,KALLIVAYALIL,3,56566.86889,56566.91546,689,Proper Motion and Internal Kinematics of the SMC: are the Magellanic Clouds bound to one another?,56932.29646,2012947758,POLYGON 10.58702016 -74.11171449 10.38419247 -74.11148477 10.39963397 -74.16887635 10.60798389 -74.1676076 10.58702016 -74.11171449 10.58702016 -74.11171449,http://archive.stsci.edu/hst/previews/JCC2/JCC205010_256.jpg,2003882394,5331.64318376181
image,HST,ACS/WFC,HLA,F555W,OPTICAL,NGC422,,hst_9891_28_acs_wfc_f555w,17.3600897139743,-71.7808331129736,9891,Gilmore,3,52919.36414,52919.365,73,,53102.50964,2014989690,POLYGON J2000 17.45077180 -71.77934770 17.26968960 -71.78254180 17.28099810 -71.81092990 17.46235130 -71.80772510 17.45077180 -71.77934770 POLYGON J2000 17.44961850 -71.77898860 17.43779300 -71.75158410 17.25897230 -71.75398140 17.27053950 -71.78139690 17.44961850 -71.77898860,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_9891_28_acs_wfc_f555w&size=ALL&format=jpeg&output_size=256,2004609597,5784.40168164935
image,HST,ACS/WFC,HLA,F814W,OPTICAL,NGC422,,hst_9891_28_acs_wfc_f814w,17.3601897423558,-71.7808600860676,9891,Gilmore,3,52919.37109,52919.37177,58,,53102.51104,2014989691,POLYGON J2000 17.46244760 -71.80775070 17.45086750 -71.77937490 17.26979330 -71.78256810 17.28110240 -71.81095470 17.46244760 -71.80775070 POLYGON J2000 17.25907620 -71.75400930 17.27064450 -71.78142350 17.44971470 -71.77901670 17.43788800 -71.75161340 17.25907620 -71.75400930,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_9891_28_acs_wfc_f814w&size=ALL&format=jpeg&output_size=256,2004609598,5784.43107425224
image,HST,ACS/WFC,HLA,F555W,OPTICAL,IC1660,,hst_9891_30_acs_wfc_f555w,18.1986821409762,-71.7673963971235,9891,Gilmore,3,52864.01337,52864.01422,73,,53047.60207,2014989693,POLYGON J2000 18.07136360 -71.77906690 18.15101250 -71.79110440 18.24291920 -71.74299880 18.16341440 -71.73099920 18.07136360 -71.77906690 POLYGON J2000 18.32656100 -71.75546980 18.24451050 -71.74289550 18.15360940 -71.79195530 18.23581290 -71.80456830 18.32656100 -71.75546980,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_9891_30_acs_wfc_f555w&size=ALL&format=jpeg&output_size=256,2004609600,6545.18834062379
image,HST,ACS/WFC,HLA,F814W,OPTICAL,IC1660,,hst_9891_30_acs_wfc_f814w,18.1988076619464,-71.7673853703855,9891,Gilmore,3,52864.02031,52864.021,58,,53047.60347,2014989694,POLYGON J2000 18.24463420 -71.74288530 18.15373580 -71.79194240 18.23593520 -71.80455450 18.32668070 -71.75545860 18.24463420 -71.74288530 POLYGON J2000 18.15113980 -71.79109230 18.24304510 -71.74298990 18.16354310 -71.73099130 18.07149370 -71.77905580 18.15113980 -71.79109230,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_9891_30_acs_wfc_f814w&size=ALL&format=jpeg&output_size=256,2004609601,6545.32886525354
image,HST,ACS/WFC,DADS,F814W,OPTICAL,SFH-9,GALAXY;MAGELLANIC IRREGULAR,J96115010,20.47083333333,-73.31277777778,10396,GALLAGHER,3,53695.79494,53695.80427,20,"Star Clusters, Stellar Populations, and the Evolution of the Small Magellanic Cloud",54061.21052,2012933938,POLYGON 20.59082385 -73.3082475 20.43726705 -73.27456905 20.32840754 -73.32286913 20.4889625 -73.3562401 20.59082385 -73.3082475 20.59082385 -73.3082475,http://archive.stsci.edu/hst/previews/J961/J96115010_256.jpg,2003868574,7692.41033059653
image,HST,ACS/WFC,DADS,F814W,OPTICAL,SFH-9,GALAXY;MAGELLANIC IRREGULAR,J96115020,20.47083333333,-73.31277777778,10396,GALLAGHER,3,53695.80613,53695.87611,1896,"Star Clusters, Stellar Populations, and the Evolution of the Small Magellanic Cloud",54061.23867,2012933939,POLYGON 20.59082385 -73.3082475 20.43726705 -73.27456905 20.32840754 -73.32286913 20.4889625 -73.3562401 20.59082385 -73.3082475 20.59082385 -73.3082475,http://archive.stsci.edu/hst/previews/J961/J96115020_256.jpg,2003868575,7692.41033059653
image,HST,ACS/WFC,DADS,F555W,OPTICAL,SFH-9,GALAXY;MAGELLANIC IRREGULAR,J96115030,20.47083333333,-73.31277777778,10396,GALLAGHER,3,53695.8822,53695.88833,40,"Star Clusters, Stellar Populations, and the Evolution of the Small Magellanic Cloud",54061.80002,2012933940,POLYGON 20.59082385 -73.3082475 20.43726705 -73.27456905 20.32840754 -73.32286913 20.4889625 -73.3562401 20.59082385 -73.3082475 20.59082385 -73.3082475,http://archive.stsci.edu/hst/previews/J961/J96115030_256.jpg,2003868576,7692.41033059653
image,HST,ACS/WFC,DADS,F555W,OPTICAL,SFH-9,GALAXY;MAGELLANIC IRREGULAR,J96115040,20.47083333333,-73.31277777778,10396,GALLAGHER,3,53695.8902,53695.91873,1984,"Star Clusters, Stellar Populations, and the Evolution of the Small Magellanic Cloud",54061.82806,2012933941,POLYGON 20.59082385 -73.3082475 20.43726705 -73.27456905 20.32840754 -73.32286913 20.4889625 -73.3562401 20.59082385 -73.3082475 20.59082385 -73.3082475,http://archive.stsci.edu/hst/previews/J961/J96115040_256.jpg,2003868577,7692.41033059653
image,HST,ACS/WFC,HLA,F555W,OPTICAL,SFH-9,,hst_10396_15_acs_wfc_f555w,20.4384351620518,-73.3202559327072,10396,Gallagher,3,53695.8822,53695.91873,2024,,54061.82806,2014892825,POLYGON J2000 20.38689740 -73.29885730 20.38733782 -73.29895295 20.38720220 -73.29901550 20.43486247 -73.30935440 20.38498460 -73.29883180 20.38374866 -73.29939221 20.38220100 -73.29906530 20.32883300 -73.32322110 20.33038173 -73.32354839 20.33058575 -73.32359150 20.33028190 -73.32372880 20.33072662 -73.32382277 20.33058670 -73.32388600 20.49001730 -73.35744870 20.49125374 -73.35688776 20.49280940 -73.35721400 20.49325206 -73.35701316 20.54605190 -73.33301630 20.54384856 -73.33255444 20.54429040 -73.33235330 20.54404974 -73.33230285 20.54432542 -73.33217520 20.54588040 -73.33251040 20.54629636 -73.33231779 20.59658150 -73.30899520 20.59440461 -73.30852611 20.59482010 -73.30833310 20.43904760 -73.27464090 20.43781535 -73.27521111 20.43626900 -73.27487540 20.38544940 -73.29835160 20.38699678 -73.29868767 20.38717926 -73.29872730 20.38689740 -73.29885730,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_10396_15_acs_wfc_f555w&size=ALL&format=jpeg&output_size=256,2004512732,7693.06220412193
image,HST,ACS/WFC,HLA,F814W,OPTICAL,SFH-9,,hst_10396_15_acs_wfc_f814w,20.4629601248757,-73.3199416645776,10396,Gallagher,3,53695.79494,53695.87611,1916,,54061.23867,2014892826,POLYGON J2000 20.33028740 -73.32372870 20.33073211 -73.32382268 20.33059220 -73.32388590 20.49001510 -73.35744780 20.49015454 -73.35738454 20.49125130 -73.35688696 20.49280740 -73.35721330 20.54495336 -73.33351428 20.54604680 -73.33301650 20.54384279 -73.33255448 20.54428450 -73.33235340 20.54404413 -73.33230301 20.54431903 -73.33217572 20.54587430 -73.33251100 20.54629039 -73.33231832 20.59657240 -73.30899630 20.59439500 -73.30852708 20.59481020 -73.30833420 20.43904810 -73.27464250 20.43781602 -73.27521265 20.43626910 -73.27487680 20.38545240 -73.29835250 20.38700055 -73.29868876 20.38718256 -73.29872829 20.38690090 -73.29885820 20.38734131 -73.29895385 20.38720570 -73.29901640 20.43486627 -73.30935589 20.38519066 -73.29887572 20.38498700 -73.29883270 20.38375121 -73.29939305 20.38220290 -73.29906600 20.32883800 -73.32322100 20.33059107 -73.32359147 20.33028740 -73.32372870,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_10396_15_acs_wfc_f814w&size=ALL&format=jpeg&output_size=256,2004512733,7693.06723299343
image,HST,ACS/WFC,HLA,F606W,OPTICAL,ANY,,hst_13476_24_acs_wfc_f606w,18.9446267628268,-71.4192279388043,13476,Kallivayalil,3,56665.14304,56665.16562,1452,,57030.4212,2014960946,POLYGON J2000 18.86326403 -71.38353935 18.86553250 -71.43958200 18.86658421 -71.43955446 18.86662860 -71.44064640 18.87005144 -71.44055675 18.87006490 -71.44088640 18.87243635 -71.44082425 18.95963620 -71.43851810 18.95960690 -71.43787398 18.96080682 -71.43783902 18.96080800 -71.43817710 18.96199336 -71.43814256 18.96314684 -71.43810895 19.04731200 -71.43563690 19.04730594 -71.43487883 19.04964470 -71.43480960 19.04919130 -71.37876650 19.04233800 -71.37896987 19.04233634 -71.37875419 19.04233280 -71.37829560 18.95608610 -71.38083350 18.95608690 -71.38108038 18.95256887 -71.38117442 18.95253930 -71.38051700 18.86323750 -71.38288200 18.86326403 -71.38353935,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_13476_24_acs_wfc_f606w&size=ALL&format=jpeg&output_size=256,2004580853,8017.00438105955
image,HST,ACS/WFC,HLA,F814W,OPTICAL,ANY,,hst_13476_24_acs_wfc_f814w,18.9435991668882,-71.399184669916,13476,Kallivayalil,3,56665.13657,56665.17222,689,,57030.42718,2014960947,POLYGON J2000 18.95829530 -71.37993020 18.95488181 -71.38002151 18.95486700 -71.37969270 18.86557370 -71.38205900 18.86558700 -71.38238784 18.86787280 -71.43875630 18.87129501 -71.43866662 18.87130850 -71.43899680 18.96086750 -71.43662770 18.96083816 -71.43598282 18.96203721 -71.43594787 18.96203840 -71.43628650 19.04853090 -71.43374570 19.04808300 -71.37770480 19.04465523 -71.37780655 19.04465260 -71.37746930 18.95841390 -71.38000840 18.95841502 -71.38034562 18.95842302 -71.38275345 18.95829530 -71.37993020,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_13476_24_acs_wfc_f814w&size=ALL&format=jpeg&output_size=256,2004580854,8022.56014835724
image,HST,ACS/WFC,DADS,F606W,OPTICAL,ANY,PARALLEL FIELD;UNIDENTIFIED,JCC224020,18.97115377682,-71.40835946647,13476,KALLIVAYALIL,3,56665.14304,56665.16562,1452,Proper Motion and Internal Kinematics of the SMC: are the Magellanic Clouds bound to one another?,57030.4212,2012947797,POLYGON 19.04868944 -71.37852977 18.8689389 -71.38276262 18.87236407 -71.43960694 19.04799214 -71.4340568 19.04868944 -71.37852977 19.04868944 -71.37852977,http://archive.stsci.edu/hst/previews/JCC2/JCC224020_256.jpg,2003882433,8024.41653912308
image,HST,ACS/WFC,DADS,F814W,OPTICAL,ANY,PARALLEL FIELD;UNIDENTIFIED,JCC224010,18.97005312151,-71.40729611742,13476,KALLIVAYALIL,3,56665.13657,56665.17222,689,Proper Motion and Internal Kinematics of the SMC: are the Magellanic Clouds bound to one another?,57030.42718,2012947796,POLYGON 19.04758593 -71.37746692 18.86784507 -71.38169877 18.87126699 -71.43854311 19.04688565 -71.43299394 19.04758593 -71.37746692 19.04758593 -71.37746692,http://archive.stsci.edu/hst/previews/JCC2/JCC224010_256.jpg,2003882432,8025.99287560214
image,HST,ACS/WFC,HLA,F475W,OPTICAL,NGC-121,,hst_13435_02_acs_wfc_f475w,7.01586706295543,-71.5318244326239,13435,Monelli,3,56793.84635,56793.87848,590,,57159.08546,2014960527,POLYGON J2000 6.99533870 -71.57058310 6.99644028 -71.57012174 6.99778800 -71.57050820 7.04933498 -71.54888668 7.05043330 -71.54842530 6.95262179 -71.52032901 7.05112710 -71.54787410 7.05222037 -71.54742199 7.05357260 -71.54779920 7.10735608 -71.52552263 7.10844600 -71.52507050 6.97434520 -71.48756680 6.97325420 -71.48801818 6.97190600 -71.48763990 6.91697730 -71.51032960 6.91905763 -71.51091367 6.91832095 -71.51122234 6.91697720 -71.51083480 6.86428070 -71.53288120 6.99533870 -71.57058310,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_13435_02_acs_wfc_f475w&size=ALL&format=jpeg&output_size=256,2004580434,8174.60181952552
image,HST,ACS/WFC,DADS,F475W,OPTICAL,NGC-121,GLOBULAR CLUSTER;STELLAR CLUSTER,JCB002020,6.977511489723,-71.53176602198,13435,MONELLI,3,56793.84635,56793.87848,590,"Multiple populations in external globular glusters: the Fornax dSph, the LMC, and the SMC",57159.08546,2012947664,POLYGON 7.10817645 -71.52527236 6.9729917 -71.487939 6.867173 -71.53300226 6.99624204 -71.57062021 7.10817645 -71.52527236 7.10817645 -71.52527236,http://archive.stsci.edu/hst/previews/JCB0/JCB002020_256.jpg,2003882300,8174.67894173365
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC-121,GLOBULAR CLUSTER;STELLAR CLUSTER,JCB002010,6.977395417775,-71.53137887549,13435,MONELLI,3,56793.81284,56793.82187,600,"Multiple populations in external globular glusters: the Fornax dSph, the LMC, and the SMC",57158.89846,2012947663,POLYGON 7.10805772 -71.52488529 6.97287592 -71.48755184 6.8670591 -71.53261504 6.99612531 -71.57023306 7.10805772 -71.52488529 7.10805772 -71.52488529,http://archive.stsci.edu/hst/previews/JCB0/JCB002010_256.jpg,2003882299,8175.64115985921
image,HST,ACS/WFC,HLA,F814W,OPTICAL,NGC-121,,hst_13435_02_acs_wfc_f814w,6.94818094553739,-71.523794415269,13435,Monelli,3,56793.81284,56793.82187,600,,57158.89846,2014960528,POLYGON J2000 6.99633040 -71.56976810 7.04896910 -71.54768690 6.94799841 -71.51867651 7.05100710 -71.54748520 7.05206489 -71.54704775 7.05211240 -71.54706100 7.10698110 -71.52433420 6.97289610 -71.48683100 6.97183977 -71.48726804 6.97179260 -71.48725480 6.91687000 -71.50994270 6.91691709 -71.50995592 6.91764916 -71.51016147 6.91692774 -71.51046376 6.91687170 -71.51044760 6.86418330 -71.53249230 6.86423941 -71.53250849 6.99522260 -71.57019230 6.99627399 -71.56975192 6.99633040 -71.56976810,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_13435_02_acs_wfc_f814w&size=ALL&format=jpeg&output_size=256,2004580435,8177.53935977144
image,HST,ACS/WFC,DADS,F475W,OPTICAL,NGC-121,GLOBULAR CLUSTER;STELLAR CLUSTER,JCB001020,6.385492356253,-71.57997174179,13435,MONELLI,3,56946.88067,56946.89544,590,"Multiple populations in external globular glusters: the Fornax dSph, the LMC, and the SMC",57312.09466,2012947662,POLYGON 6.48839267 -71.56711684 6.32700452 -71.54529311 6.26859289 -71.59979703 6.4360424 -71.62081636 6.48839267 -71.56711684 6.48839267 -71.56711684,http://archive.stsci.edu/hst/previews/JCB0/JCB001020_256.jpg,2003882298,8595.80685979783
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC-121,GLOBULAR CLUSTER;STELLAR CLUSTER,JCB001010,6.383338788858,-71.57943034329,13435,MONELLI,3,56946.82838,56946.85623,600,"Multiple populations in external globular glusters: the Fornax dSph, the LMC, and the SMC",57312.06719,2012947661,POLYGON 6.48623758 -71.56657655 6.32485652 -71.54475094 6.26644024 -71.59925419 6.43388254 -71.62027546 6.48623758 -71.56657655 6.48623758 -71.56657655,http://archive.stsci.edu/hst/previews/JCB0/JCB001010_256.jpg,2003882297,8598.92722833493
image,HST,ACS/WFC,DADS,F814W,OPTICAL,ANY,PARALLEL FIELD;UNIDENTIFIED,JCC230010,21.32794404965,-74.03654373372,13476,KALLIVAYALIL,3,56566.78682,56566.8422,689,Proper Motion and Internal Kinematics of the SMC: are the Magellanic Clouds bound to one another?,56932.22265,2012947808,POLYGON 21.4619212 -74.06126562 21.40222213 -74.00753276 21.20424293 -74.01802074 21.25966809 -74.07351404 21.4619212 -74.06126562 21.4619212 -74.06126562,http://archive.stsci.edu/hst/previews/JCC2/JCC230010_256.jpg,2003882444,9275.95368402153
image,HST,ACS/WFC,HLA,F814W,OPTICAL,ANY,,hst_13476_30_acs_wfc_f814w,21.3049755328486,-74.0463962384069,13476,Kallivayalil,3,56566.78682,56566.8422,689,,56932.22265,2014960956,POLYGON J2000 21.26264148 -74.07408607 21.46346090 -74.06228350 21.46235355 -74.06123299 21.46352580 -74.06116350 21.43460850 -74.03368240 21.43232032 -74.03381794 21.43192287 -74.03345005 21.43312790 -74.03338330 21.40453480 -74.00687350 21.20498970 -74.01781830 21.20611215 -74.01887290 21.20490880 -74.01893830 21.23319950 -74.04547420 21.23440486 -74.04540863 21.24306143 -74.04493752 21.23294700 -74.04552670 21.23403872 -74.04657853 21.23286790 -74.04664670 21.26146870 -74.07415440 21.26264148 -74.07408607,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_13476_30_acs_wfc_f814w&size=ALL&format=jpeg&output_size=256,2004580863,9276.34101222672
image,HST,ACS/WFC,DADS,F606W,OPTICAL,ANY,PARALLEL FIELD;UNIDENTIFIED,JCC230020,21.33148834848,-74.03599268673,13476,KALLIVAYALIL,3,56566.79736,56566.8356,1452,Proper Motion and Internal Kinematics of the SMC: are the Magellanic Clouds bound to one another?,56931.91808,2012947809,POLYGON 21.46546584 -74.06071236 21.40575743 -74.00698045 21.20778709 -74.01747161 21.26322215 -74.07296402 21.46546584 -74.06071236 21.46546584 -74.06071236,http://archive.stsci.edu/hst/previews/JCC2/JCC230020_256.jpg,2003882445,9278.38522300499
image,HST,ACS/WFC,HLA,F606W,OPTICAL,ANY,,hst_13476_30_acs_wfc_f606w,21.3725969746635,-74.0438550815951,13476,Kallivayalil,3,56566.79736,56566.8356,1452,,56931.91808,2014960955,POLYGON J2000 21.40807310 -74.00631890 21.20852810 -74.01726810 21.21077244 -74.01937631 21.20836690 -74.01950710 21.23558240 -74.04503050 21.23666460 -74.04604370 21.23754913 -74.04599557 21.23867513 -74.04708013 21.23633380 -74.04721650 21.26494150 -74.07472510 21.26728655 -74.07458842 21.46694690 -74.06284970 21.46660598 -74.06252636 21.46894977 -74.06238737 21.47049360 -74.06229580 21.46938680 -74.06124622 21.47055710 -74.06117680 21.44162770 -74.03369520 21.43933917 -74.03383085 21.43894207 -74.03346343 21.44014590 -74.03339670 21.43975366 -74.03303379 21.41154100 -74.00688650 21.40884517 -74.00703579 21.40807310 -74.00631890,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_13476_30_acs_wfc_f606w&size=ALL&format=jpeg&output_size=256,2004580862,9278.76618888182
image,HST,WFC3/UVIS,DADS,F606W,OPTICAL,QSO-005534-722834,GALAXY;QSO,IB5Y14010,13.8984395352,-72.47994841731,11730,KALLIVAYALIL,3,55271.92118,55271.94137,1060,"Continued Proper Motions of the Magellanic Clouds: Orbits, Internal Kinematics, and Distance",55637.05951,2012906101,POLYGON 13.97926515 -72.48092662 13.85013334 -72.45845546 13.81641796 -72.47883601 13.94683043 -72.50123096 13.97926515 -72.48092662 13.97926515 -72.48092662,http://archive.stsci.edu/hst/previews/IB5Y/IB5Y14010_256.jpg,2003840737,1428.57252543897
image,HST,WFC3/UVIS,HLA,F606W,OPTICAL,QSO-005534-722834,,hst_11730_14_wfc3_uvis_f606w,13.8744084974911,-72.470889866944,11730,Kallivayalil,3,55271.92118,55271.94137,1060,,55637.05951,2014931501,POLYGON J2000 13.95479386 -72.49637288 13.95481450 -72.49637650 13.97964689 -72.48124882 13.98778840 -72.47628290 13.85853370 -72.45357410 13.85849909 -72.45359513 13.84263640 -72.45079850 13.83450103 -72.45573757 13.83447459 -72.45575362 13.80954810 -72.47086790 13.80955651 -72.47086938 13.80137600 -72.47582350 13.81722358 -72.47861800 13.93071920 -72.49856950 13.93074557 -72.49855347 13.94663370 -72.50133780 13.95479386 -72.49637288,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_11730_14_wfc3_uvis_f606w&size=ALL&format=jpeg&output_size=256,2004551408,1429.16782357288
image,HST,WFC3/UVIS,DADS,F336W,OPTICAL,NGC-330,GLOBULAR CLUSTER;STELLAR CLUSTER,ICK003020,14.08431405996,-72.46808218034,13727,KALIRAI,3,57229.81118,57229.89087,3795,Which Stars Go BOOM?,57596.00699,2014221955,POLYGON 14.18953261 -72.47774066 14.11261922 -72.43824885 13.97853721 -72.45906397 14.0560153 -72.49790412 14.18953261 -72.47774066 14.18953261 -72.47774066,http://archive.stsci.edu/hst/previews/ICK0/ICK003020_256.jpg,2004339192,1512.63575907762
image,HST,WFC3/IR,DADS,F160W,INFRARED,ANY,PARALLEL FIELD;UNIDENTIFIED,ICPHD5ETQ,14.58198658297,-72.01407964616,13767,TRENTI,3,57270.32709,57270.33986,1102.935669,Bright Galaxies at Hubble's Detection Frontier: The redshift z~9-10 BoRG pure-parallel survey,57270.58101,2014235019,POLYGON   14.53442053 -71.99361085  14.65329280 -72.00195325  14.63079613 -72.03530144  14.50871529 -72.02674489  14.53442053 -71.99361085,http://archive.stsci.edu/hst/previews/ICPH/ICPHD5ETQ_256.jpg,2004344478,3224.65580950359
image,HST,WFC3/IR,DADS,F160W,INFRARED,ANY,PARALLEL FIELD;UNIDENTIFIED,ICPHD6F3Q,14.58198658297,-72.01407964616,13767,TRENTI,3,57270.39329,57270.40605,1102.935669,Bright Galaxies at Hubble's Detection Frontier: The redshift z~9-10 BoRG pure-parallel survey,57270.62977,2014235023,POLYGON   14.53442053 -71.99361085  14.65329280 -72.00195325  14.63079613 -72.03530144  14.50871529 -72.02674489  14.53442053 -71.99361085,http://archive.stsci.edu/hst/previews/ICPH/ICPHD6F3Q_256.jpg,2004344482,3224.65580950359
