#@string, string, string, string, string, string, string, string, string, ra, dec, string, string, int, float, float, float, string, float, string, string, string, string, float
image,HST,WFC3/UVIS,HLA,F336W,OPTICAL,NGC-419,,hst_12257_30_wfc3_uvis_f336w,17.0921089764593,-72.8788584864859,12257,Girardi,3,55798.66193,55798.73084,3230,,56164.8477,2014943940,POLYGON J2000 17.01510500 -72.87853680 17.01510769 -72.87855120 17.01929690 -72.90092280 17.01944856 -72.90092340 17.01945130 -72.90093800 17.02083568 -72.90094343 17.02097920 -72.90170850 17.17291893 -72.90224692 17.17430290 -72.90225130 17.17429715 -72.90222202 17.17435470 -72.90222220 17.16996570 -72.87983940 17.16852605 -72.87983480 17.16843461 -72.87936768 17.16892730 -72.87936832 17.17030610 -72.87937010 17.17030027 -72.87934093 17.17035690 -72.87934100 17.16583760 -72.85669200 17.16440402 -72.85669012 17.16425690 -72.85595150 17.16416160 -72.85595137 17.16415310 -72.85590870 17.01037020 -72.85564770 17.01037573 -72.85567672 17.01031930 -72.85567660 17.01032191 -72.85569029 17.01463860 -72.87832890 17.01478935 -72.87832921 17.01479200 -72.87834310 17.01617126 -72.87834592 17.01620318 -72.87851303 17.01515700 -72.87850890 17.01516226 -72.87853703 17.01510500 -72.87853680,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12257_30_wfc3_uvis_f336w&size=ALL&format=jpeg&output_size=256,2004563847,4063.74184418358
image,HST,WFC3/UVIS,DADS,F336W,OPTICAL,NGC-419,EXT-CLUSTER;GLOBULAR CLUSTER,IBHY30030,17.09416666667,-72.87916666667,12257,GIRARDI,3,55798.66193,55798.73084,3230,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56164.8477,2012910781,POLYGON 17.16651275 -72.85661288 17.01223104 -72.85648234 17.02173773 -72.90170202 17.17461794 -72.9023438 17.16651275 -72.85661288 17.16651275 -72.85661288,http://archive.stsci.edu/hst/previews/IBHY/IBHY30030_256.jpg,2003845417,4065.74973974696
image,HST,WFC3/IR,DADS,F160W,INFRARED,ANY,PARALLEL FIELD;UNIDENTIFIED,ICPHCFJ3Q,17.67287861184,-72.80002930781,13767,TRENTI,3,57271.39041,57271.39854,702.938171,Bright Galaxies at Hubble's Detection Frontier: The redshift z~9-10 BoRG pure-parallel survey,57271.62441,2014235000,POLYGON   17.62333568 -72.77953400  17.74740876 -72.78794166  17.72372075 -72.82127773  17.59628841 -72.81265340  17.62333568 -72.77953400,http://archive.stsci.edu/hst/previews/ICPH/ICPHCFJ3Q_256.jpg,2004344453,4690.92720993941
image,HST,WFC3/IR,DADS,F160W,INFRARED,ANY,PARALLEL FIELD;UNIDENTIFIED,ICPHCGJEQ,17.67287861184,-72.80002930781,13767,TRENTI,3,57271.45543,57271.46472,802.934753,Bright Galaxies at Hubble's Detection Frontier: The redshift z~9-10 BoRG pure-parallel survey,57271.62587,2014235004,POLYGON   17.62333568 -72.77953400  17.74740876 -72.78794166  17.72372075 -72.82127773  17.59628841 -72.81265340  17.62333568 -72.77953400,http://archive.stsci.edu/hst/previews/ICPH/ICPHCGJEQ_256.jpg,2004344457,4690.92720993941
image,HST,WFC3/IR,DADS,F160W,INFRARED,ANY,PARALLEL FIELD;UNIDENTIFIED,ICPHCHJOQ,17.67287861184,-72.80002930781,13767,TRENTI,3,57271.52044,57271.53089,902.935059,Bright Galaxies at Hubble's Detection Frontier: The redshift z~9-10 BoRG pure-parallel survey,57271.76616,2014235008,POLYGON   17.62333568 -72.77953400  17.74740876 -72.78794166  17.72372075 -72.82127773  17.59628841 -72.81265340  17.62333568 -72.77953400,http://archive.stsci.edu/hst/previews/ICPH/ICPHCHJOQ_256.jpg,2004344461,4690.92720993941
image,HST,WFC3/IR,DADS,F160W,INFRARED,ANY,PARALLEL FIELD;UNIDENTIFIED,ICPHCIJYQ,17.67287861184,-72.80002930781,13767,TRENTI,3,57271.58663,57271.59708,902.935059,Bright Galaxies at Hubble's Detection Frontier: The redshift z~9-10 BoRG pure-parallel survey,57271.7678,2014235012,POLYGON   17.62333568 -72.77953400  17.74740876 -72.78794166  17.72372075 -72.82127773  17.59628841 -72.81265340  17.62333568 -72.77953400,http://archive.stsci.edu/hst/previews/ICPH/ICPHCIJYQ_256.jpg,2004344465,4690.92720993941
image,HST,WFC3/UVIS,HLA,F606W,OPTICAL,QSO-011141-724947,,hst_11730_17_wfc3_uvis_f606w,17.9379261716322,-72.820764396141,11730,Kallivayalil,3,55368.86377,55368.88396,1060,,55734.0224,2014931505,POLYGON J2000 17.91422140 -72.85570640 17.91425050 -72.85568803 17.93177500 -72.85768180 17.99627607 -72.81683842 17.99630430 -72.81682050 17.99614321 -72.81680220 18.00405640 -72.81177700 17.93330400 -72.80372350 17.93325985 -72.80375148 17.91580650 -72.80175990 17.90788877 -72.80677153 17.85114590 -72.84259590 17.85128767 -72.84261210 17.84333320 -72.84762130 17.91422140 -72.85570640,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_11730_17_wfc3_uvis_f606w&size=ALL&format=jpeg&output_size=256,2004551412,4948.81466415129
image,HST,WFC3/UVIS,DADS,F606W,OPTICAL,QSO-011141-724947,GALAXY;QSO,IB5Y17010,17.91109624026,-72.83124985715,11730,KALLIVAYALIL,3,55368.86377,55368.88396,1060,"Continued Proper Motions of the Magellanic Clouds: Orbits, Internal Kinematics, and Distance",55734.0224,2012906103,POLYGON 17.97900995 -72.81477098 17.90714661 -72.80655713 17.84373395 -72.84767354 17.91529491 -72.85556631 17.97900995 -72.81477098 17.97900995 -72.81477098,http://archive.stsci.edu/hst/previews/IB5Y/IB5Y17010_256.jpg,2003840739,4949.2355545087
image,HST,WFC3/UVIS,HLA,F336W,OPTICAL,ANY,,hst_12581_07_wfc3_uvis_f336w,17.9852439445194,-72.6640568586975,12581,Roman-Duval,3,56133.02727,56133.13337,3192,,56498.31545,2014952530,POLYGON J2000 17.87670100 -72.65686400 17.91973650 -72.67558230 18.05031280 -72.65231690 18.00719680 -72.63362660 17.87670100 -72.65686400 POLYGON J2000 17.92049340 -72.67568950 17.96303830 -72.69419200 18.09347110 -72.67127780 18.05084590 -72.65280280 17.92049340 -72.67568950,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12581_07_wfc3_uvis_f336w&size=ALL&format=jpeg&output_size=256,2004572437,5048.5615318763
image,HST,WFC3/UVIS,HLA,F814W,OPTICAL,ANY,,hst_12581_07_wfc3_uvis_f814w,17.9852419441087,-72.6640563546978,12581,Roman-Duval,3,56133.04355,56133.10047,1431.5,,56498.24356,2014952532,POLYGON J2000 18.09345780 -72.67127650 18.05083480 -72.65280200 17.92049870 -72.67568880 17.96304140 -72.69419080 18.09345780 -72.67127650 POLYGON J2000 17.91974490 -72.67558160 18.05030450 -72.65231760 18.00718840 -72.63362730 17.87670930 -72.65686330 17.91974490 -72.67558160,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12581_07_wfc3_uvis_f814w&size=ALL&format=jpeg&output_size=256,2004572439,5048.57073359695
image,HST,WFC3/UVIS,HLA,F475W,OPTICAL,ANY,,hst_12581_07_wfc3_uvis_f475w,17.985238446571,-72.6640543522542,12581,Roman-Duval,3,56133.14187,56133.16456,1330,,56498.32127,2014952531,POLYGON J2000 17.87671750 -72.65686350 17.91974590 -72.67557860 18.05029630 -72.65231740 18.00718750 -72.63363020 17.87671750 -72.65686350 POLYGON J2000 17.96303480 -72.69418480 18.09344940 -72.67127320 18.05082740 -72.65280010 17.92049310 -72.67568410 17.96303480 -72.69418480,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12581_07_wfc3_uvis_f475w&size=ALL&format=jpeg&output_size=256,2004572438,5048.57930754555
image,HST,WFC3/UVIS,DADS,F336W,OPTICAL,ANY,PARALLEL FIELD;UNIDENTIFIED,IBP507030,17.98563263445,-72.66375291929,12581,ROMAN-DUVAL,3,56133.02727,56133.13337,3192,A Direct CO/H2 Abundance Measurement in Diffuse and Translucent LMC and SMC Molecular Clouds,56498.31545,2012913223,POLYGON 18.09389584 -72.67130885 18.00762109 -72.63342394 17.876937559999998 -72.65684633 17.9636686 -72.69407017 18.09389584 -72.67130885 18.09389584 -72.67130885,http://archive.stsci.edu/hst/previews/IBP5/IBP507030_256.jpg,2003847859,5048.82246983018
image,HST,WFC3/UVIS,DADS,F814W,OPTICAL,ANY,PARALLEL FIELD;UNIDENTIFIED,IBP507040,17.98563263445,-72.66375291929,12581,ROMAN-DUVAL,3,56133.04355,56133.10047,1431.5,A Direct CO/H2 Abundance Measurement in Diffuse and Translucent LMC and SMC Molecular Clouds,56498.24356,2012913224,POLYGON 18.09389584 -72.67130885 18.00762109 -72.63342394 17.876937559999998 -72.65684633 17.9636686 -72.69407017 18.09389584 -72.67130885 18.09389584 -72.67130885,http://archive.stsci.edu/hst/previews/IBP5/IBP507040_256.jpg,2003847860,5048.82246983018
image,HST,WFC3/UVIS,DADS,F475W,OPTICAL,ANY,PARALLEL FIELD;UNIDENTIFIED,IBP507050,17.98563263445,-72.66375291929,12581,ROMAN-DUVAL,3,56133.14187,56133.16456,1330,A Direct CO/H2 Abundance Measurement in Diffuse and Translucent LMC and SMC Molecular Clouds,56498.32127,2012913225,POLYGON 18.09389584 -72.67130885 18.00762109 -72.63342394 17.876937559999998 -72.65684633 17.9636686 -72.69407017 18.09389584 -72.67130885 18.09389584 -72.67130885,http://archive.stsci.edu/hst/previews/IBP5/IBP507050_256.jpg,2003847861,5048.82246983018
image,HST,WFC3/IR,HLA,F160W,INFRARED,ANY,,hst_12581_07_wfc3_ir_f160w,17.9895161341366,-72.664167123883,12581,Roman-Duval,3,56133.18156,56133.19692,905.867,,56498.37088,2014952528,POLYGON J2000 17.96898380 -72.68918910 18.07556860 -72.66741570 18.00999110 -72.63914300 17.90349510 -72.66088180 17.96898380 -72.68918910,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12581_07_wfc3_ir_f160w&size=ALL&format=jpeg&output_size=256,2004572435,5074.65484220671
image,HST,WFC3/IR,HLA,F110W,INFRARED,ANY,,hst_12581_07_wfc3_ir_f110w,17.9895159366757,-72.6641671179468,12581,Roman-Duval,3,56133.16777,56133.1759,702.934,,56498.30565,2014952526,POLYGON J2000 18.00998630 -72.63914580 17.90350880 -72.66088180 17.96898830 -72.68918640 18.07555450 -72.66741570 18.00998630 -72.63914580,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12581_07_wfc3_ir_f110w&size=ALL&format=jpeg&output_size=256,2004572433,5074.66936513733
image,HST,WFC3/IR,DADS,F160W,INFRARED,ANY,PARALLEL FIELD;UNIDENTIFIED,IBP507060,17.98859080103,-72.66413185652,12581,ROMAN-DUVAL,3,56133.18156,56133.19692,905.867371,A Direct CO/H2 Abundance Measurement in Diffuse and Translucent LMC and SMC Molecular Clouds,56498.37088,2012913226,POLYGON 18.07520602 -72.66749056 18.008974 -72.6397346 17.90468953 -72.66099952 17.96822817 -72.68933474 18.07520602 -72.66749056 18.07520602 -72.66749056,http://archive.stsci.edu/hst/previews/IBP5/IBP507060_256.jpg,2003847862,5075.8541678788
image,HST,WFC3/UVIS,DADS,F814W,OPTICAL,AGNC-S1188,GALAXY;QSO,ICC220030,17.76473046007,-72.34250749189,13476,KALLIVAYALIL,3,56664.07407,56664.10998,708,Proper Motion and Internal Kinematics of the SMC: are the Magellanic Clouds bound to one another?,57029.22813,2012921459,POLYGON 17.8065158 -72.34169619 17.74738856 -72.32799485 17.69826614 -72.3448225 17.75744874 -72.3587218 17.8065158 -72.34169619 17.8065158 -72.34169619,http://archive.stsci.edu/hst/previews/ICC2/ICC220030_256.jpg,2003856095,5164.3516835741
image,HST,WFC3/UVIS,DADS,F606W,OPTICAL,AGNC-S1188,GALAXY;QSO,ICC220040,17.76615795207,-72.34354015028,13476,KALLIVAYALIL,3,56664.08075,56664.10352,1416,Proper Motion and Internal Kinematics of the SMC: are the Magellanic Clouds bound to one another?,57029.22888,2012921460,POLYGON 17.80794605 -72.34272984 17.74881611 -72.32902824 17.69969011 -72.34585568 17.75887541 -72.35975524 17.80794605 -72.34272984 17.80794605 -72.34272984,http://archive.stsci.edu/hst/previews/ICC2/ICC220040_256.jpg,2003856096,5164.41315595158
image,HST,WFC3/UVIS,DADS,F438W,OPTICAL,NGC-152,GLOBULAR CLUSTER;STELLAR CLUSTER,IBYL03040,8.228841666667,-73.11725,12908,GOUDFROOIJ,3,56434.00197,56434.02081,1500,What Causes Extended Main Sequence Turn-offs in Intermediate-Age Star Clusters?,56799.09925,2012916863,POLYGON 8.30034223 -73.10171874 8.22950424 -73.09253977 8.15762003 -73.13265763 8.22820114 -73.14152002 8.30034223 -73.10171874 8.30034223 -73.10171874,http://archive.stsci.edu/hst/previews/IBYL/IBYL03040_256.jpg,2003851499,5247.58920490922
image,HST,WFC3/UVIS,DADS,F814W,OPTICAL,NGC-152,GLOBULAR CLUSTER;STELLAR CLUSTER,IBYL03030,8.228841666667,-73.11725,12908,GOUDFROOIJ,3,56433.99787,56434.02831,700,What Causes Extended Main Sequence Turn-offs in Intermediate-Age Star Clusters?,56799.09932,2012916862,POLYGON 8.30034096 -73.10171763 8.22950183 -73.09253941 8.15762264 -73.13265804 8.22820486 -73.14151968 8.30034096 -73.10171763 8.30034096 -73.10171763,http://archive.stsci.edu/hst/previews/IBYL/IBYL03030_256.jpg,2003851498,5247.58993275203
image,HST,WFC3/UVIS,HLA,F438W,OPTICAL,NGC-152,,hst_12908_03_wfc3_uvis_f438w,8.16833386260249,-73.1177570603905,12908,Goudfrooij,3,56434.00197,56434.02081,1500,,56799.09925,2014955151,POLYGON J2000 8.30014080 -73.10176240 8.22951020 -73.09276380 8.22942995 -73.09280841 8.22786209 -73.09260828 8.22816980 -73.09243450 8.15673020 -73.08332610 8.15665114 -73.08337064 8.15455210 -73.08310250 8.08289290 -73.12336590 8.08499572 -73.12363477 8.15445730 -73.13249960 8.15453541 -73.13245572 8.15664150 -73.13272400 8.15676209 -73.13265625 8.15740996 -73.13273903 8.22605780 -73.14149400 8.22613710 -73.14145005 8.22824520 -73.14171840 8.30014080 -73.10176240,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12908_03_wfc3_uvis_f438w&size=ALL&format=jpeg&output_size=256,2004575058,5247.8209283464
image,HST,WFC3/UVIS,HLA,F814W,OPTICAL,NGC-152,,hst_12908_03_wfc3_uvis_f814w,8.16833411310693,-73.1177569744099,12908,Goudfrooij,3,56433.99787,56434.02831,700,,56799.09932,2014955152,POLYGON J2000 8.22786109 -73.09260816 8.22816790 -73.09243490 8.15673080 -73.08332690 8.15665116 -73.08337177 8.15455270 -73.08310370 8.08289600 -73.12336520 8.08499813 -73.12363398 8.15445670 -73.13249840 8.15453411 -73.13245492 8.15664100 -73.13272330 8.15676095 -73.13265591 8.15741343 -73.13273928 8.22605880 -73.14149460 8.22613778 -73.14145082 8.22824750 -73.14171940 8.30013710 -73.10176200 8.22950730 -73.09276290 8.22942624 -73.09280797 8.22786109 -73.09260816,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12908_03_wfc3_uvis_f814w&size=ALL&format=jpeg&output_size=256,2004575059,5247.82454858712
image,HST,WFC3/UVIS,HLA,F814W,OPTICAL,NGC-411,,hst_12257_12_wfc3_uvis_f814w,16.9935999474095,-71.7594579349828,12257,Girardi,3,55801.3216,55801.36076,1980,,56167.43772,2014943899,POLYGON J2000 16.89848320 -71.73757090 16.89857643 -71.73833922 16.90123730 -71.76024250 16.90253408 -71.76025266 16.90255945 -71.76046115 16.90166090 -71.76045230 16.90430590 -71.78285600 16.90528923 -71.78286566 16.90560741 -71.78286878 16.90569810 -71.78363560 16.90584091 -71.78363700 16.90584240 -71.78364960 17.04983779 -71.78500931 17.04998010 -71.78501060 17.04716200 -71.76260880 17.04707320 -71.76260799 17.04707160 -71.76259528 17.04706790 -71.76256580 17.04571305 -71.76255348 17.04565638 -71.76210211 17.04741820 -71.76211459 17.04756020 -71.76211560 17.04463040 -71.73944610 17.04454177 -71.73944547 17.04453996 -71.73943148 17.04453630 -71.73940310 17.04318634 -71.73939351 17.04309090 -71.73865370 16.89848320 -71.73757090,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12257_12_wfc3_uvis_f814w&size=ALL&format=jpeg&output_size=256,2004563806,5541.54746999876
image,HST,WFC3/UVIS,HLA,F336W,OPTICAL,NGC-411,,hst_12257_12_wfc3_uvis_f336w,16.9748839387045,-71.7625373891806,12257,Girardi,3,55801.32375,55801.39534,2200,,56167.48171,2014943897,POLYGON J2000 16.90542177 -71.78285332 16.90574384 -71.78285649 16.90583780 -71.78365070 16.90592751 -71.78365158 16.90592930 -71.78366670 17.04999140 -71.78502959 17.05008020 -71.78503040 17.04726110 -71.76262770 17.04717251 -71.76262689 17.04717060 -71.76261170 17.04592295 -71.76260033 17.04586255 -71.76211946 17.04757078 -71.76213158 17.04765840 -71.76213220 17.04472850 -71.73946270 17.04464088 -71.73946208 17.04463890 -71.73944670 17.04339538 -71.73943785 17.04329260 -71.73864120 16.89866740 -71.73755720 16.89876408 -71.73835392 16.90142170 -71.76022890 16.90266634 -71.76023866 16.90269178 -71.76044771 16.90184920 -71.76043940 16.90449510 -71.78284420 16.90542177 -71.78285332,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12257_12_wfc3_uvis_f336w&size=ALL&format=jpeg&output_size=256,2004563804,5541.62158202244
image,HST,WFC3/UVIS,HLA,F475W,OPTICAL,NGC-411,,hst_12257_12_wfc3_uvis_f475w,16.9740316358914,-71.7611323081385,12257,Girardi,3,55801.37436,55801.42543,1520,,56167.48315,2014943898,POLYGON J2000 16.90261562 -71.76042879 16.90171460 -71.76041990 16.90171956 -71.76046193 16.90436090 -71.78282240 16.90444911 -71.78282327 16.90445410 -71.78286550 16.90566798 -71.78287744 16.90575360 -71.78360090 17.04867110 -71.78495298 17.04988410 -71.78496400 17.04706480 -71.76256360 17.04585321 -71.76255256 17.04579123 -71.76205927 17.04625118 -71.76206253 17.04745940 -71.76207110 17.04453030 -71.73940550 17.04332346 -71.73939692 17.04322980 -71.73867090 17.04313945 -71.73867026 17.04313400 -71.73862800 16.89853870 -71.73754450 16.89854382 -71.73758670 16.90129230 -71.76021210 16.90138133 -71.76021280 16.90138650 -71.76025530 16.90259566 -71.76026478 16.90261562 -71.76042879,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12257_12_wfc3_uvis_f475w&size=ALL&format=jpeg&output_size=256,2004563805,5541.67958832161
image,HST,WFC3/UVIS,DADS,F336W,OPTICAL,NGC-411,EXT-CLUSTER;GLOBULAR CLUSTER,IBHY12040,16.97597277388,-71.76150424502,12257,GIRARDI,3,55801.32375,55801.39534,2200,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56167.48171,2012910767,POLYGON 17.04532685 -71.73934239 16.90022639 -71.73838603 16.90655143 -71.78364896 17.05027989 -71.78510928 17.04532685 -71.73934239 17.04532685 -71.73934239,http://archive.stsci.edu/hst/previews/IBHY/IBHY12040_256.jpg,2003845403,5542.19918518603
image,HST,WFC3/UVIS,DADS,F814W,OPTICAL,NGC-411,EXT-CLUSTER;GLOBULAR CLUSTER,IBHY12030,16.97597277388,-71.76150424502,12257,GIRARDI,3,55801.3216,55801.36076,1980,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56167.43772,2012910766,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246,http://archive.stsci.edu/hst/previews/IBHY/IBHY12030_256.jpg,2003845402,5542.19919420211
image,HST,WFC3/UVIS,DADS,F475W,OPTICAL,NGC-411,EXT-CLUSTER;GLOBULAR CLUSTER,IBHY12050,16.97448457878,-71.76068292546,12257,GIRARDI,3,55801.37436,55801.42543,1520,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56167.48315,2012910768,POLYGON 17.04383738 -71.73852161 16.8987433 -71.73756413 16.90506452 -71.78282711 17.04878661 -71.78428853 17.04383738 -71.73852161 17.04383738 -71.73852161,http://archive.stsci.edu/hst/previews/IBHY/IBHY12050_256.jpg,2003845404,5543.0788281971
image,HST,WFC3/UVIS,DADS,F814W,OPTICAL,NGC-121,GLOBULAR CLUSTER;STELLAR CLUSTER,ICB001GEQ,6.704166666667,-71.53611111111,13435,MONELLI,3,56946.87742,56946.87858,100,"Multiple populations in external globular glusters: the Fornax dSph, the LMC, and the SMC",57312.08997,2012735842,POLYGON ICRS   6.71018345 -71.51027214   6.76356759 -71.55249435   6.69814280 -71.56210490   6.64593879 -71.52001103   6.71018345 -71.51027214,http://archive.stsci.edu/hst/previews/ICB0/ICB001GEQ_256.jpg,2002975809,8429.9845884232
image,HST,WFC3/UVIS,DADS,F336W,OPTICAL,NGC-121,GLOBULAR CLUSTER;STELLAR CLUSTER,ICB001040,6.704753942157,-71.53559354531,13435,MONELLI,3,56946.85064,56946.89273,2122,"Multiple populations in external globular glusters: the Fornax dSph, the LMC, and the SMC",57312.09274,2012921195,POLYGON 6.76415372 -71.55197663 6.71076987 -71.50975457 6.64652721 -71.51949363 6.69873098 -71.56158736 6.76415372 -71.55197663 6.76415372 -71.55197663,http://archive.stsci.edu/hst/previews/ICB0/ICB001040_256.jpg,2003855831,8430.54036580912
image,HST,WFC3/UVIS,DADS,F438W,OPTICAL,NGC-121,GLOBULAR CLUSTER;STELLAR CLUSTER,ICB001030,6.702532474755,-71.53592510487,13435,MONELLI,3,56946.8277,56946.89686,400,"Multiple populations in external globular glusters: the Fornax dSph, the LMC, and the SMC",57312.09235,2012921194,POLYGON 6.76193139 -71.55230888 6.7085514999999996 -71.5100862 6.6443066 -71.51982452 6.69650639 -71.56191885 6.76193139 -71.55230888 6.76193139 -71.55230888,http://archive.stsci.edu/hst/previews/ICB0/ICB001030_256.jpg,2003855830,8431.88556535863
image,HST,WFC3/UVIS,DADS,F814W,OPTICAL,NGC-121,GLOBULAR CLUSTER;STELLAR CLUSTER,ICB002WBQ,6.705278939962,-71.53568876525,13435,MONELLI,3,56793.8431,56793.84426,100,"Multiple populations in external globular glusters: the Fornax dSph, the LMC, and the SMC",57158.89353,2012735843,POLYGON ICRS   6.67162647 -71.55916977   6.66816366 -71.51395596   6.73902344 -71.51205744   6.74182489 -71.55702487   6.67162647 -71.55916977,http://archive.stsci.edu/hst/previews/ICB0/ICB002WBQ_256.jpg,2002975814,8440.47644933322
image,HST,WFC3/UVIS,DADS,F336W,OPTICAL,NGC-121,GLOBULAR CLUSTER;STELLAR CLUSTER,ICB002040,6.704056045795,-71.53572380357,13435,MONELLI,3,56793.81628,56793.85841,2122,"Multiple populations in external globular glusters: the Fornax dSph, the LMC, and the SMC",57159.08426,2012921197,POLYGON 6.73780211 -71.5120927 6.66694209 -71.51399076 6.67040201 -71.55920459 6.74060069 -71.55706014 6.73780211 -71.5120927 6.73780211 -71.5120927,http://archive.stsci.edu/hst/previews/ICB0/ICB002040_256.jpg,2003855833,8441.53280640111
image,HST,WFC3/UVIS,DADS,F438W,OPTICAL,NGC-121,GLOBULAR CLUSTER;STELLAR CLUSTER,ICB002030,6.702943743466,-71.53614614229,13435,MONELLI,3,56793.81215,56793.87991,400,"Multiple populations in external globular glusters: the Fornax dSph, the LMC, and the SMC",57159.0842,2012921196,POLYGON 6.73668879 -71.51251432 6.66582734 -71.51441291 6.66929075 -71.55962672 6.73949083 -71.55748173 6.73668879 -71.51251432 6.73668879 -71.51251432,http://archive.stsci.edu/hst/previews/ICB0/ICB002030_256.jpg,2003855832,8441.66942360481
