,i,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,group,galaxy,targname,s_region
40,772,WFC3,UVIS,12257,NGC-1651,69.388333,-70.588889,...,...,Girardi,120,2011-10-16,clusters/WFC3/12257_NGC-1651/ibhy23nyq_flt.fits,6.0,lmc,NGC1651,POLYGON 69.45137407 -70.56077085 69.31472765 -70.56068283 69.32329434 -70.60589944 69.45865687 -70.60649993 69.45137407 -70.56077085 69.45137407 -70.56077085
41,773,WFC3,UVIS,12257,NGC-1651,69.388333,-70.588889,...,...,Girardi,30,2011-10-16,clusters/WFC3/12257_NGC-1651/ibhy23nzq_flt.fits,6.0,lmc,NGC1651,POLYGON 69.45137407 -70.56077085 69.31472765 -70.56068283 69.32329434 -70.60589944 69.45865687 -70.60649993 69.45137407 -70.56077085 69.45137407 -70.56077085
42,774,WFC3,UVIS,12257,NGC-1651,69.388333,-70.588889,...,...,Girardi,700,2011-10-16,clusters/WFC3/12257_NGC-1651/ibhy23o0q_flt.fits,6.0,lmc,NGC1651,POLYGON 69.45137407 -70.56077085 69.31472765 -70.56068283 69.32329434 -70.60589944 69.45865687 -70.60649993 69.45137407 -70.56077085 69.45137407 -70.56077085
43,775,WFC3,UVIS,12257,NGC-1651,69.388333,-70.588889,...,...,Girardi,700,2011-10-16,clusters/WFC3/12257_NGC-1651/ibhy23o3q_flt.fits,6.0,lmc,NGC1651,POLYGON 69.45137407 -70.56077085 69.31472765 -70.56068283 69.32329434 -70.60589944 69.45865687 -70.60649993 69.45137407 -70.56077085 69.45137407 -70.56077085
44,776,WFC3,UVIS,12257,NGC-1651,69.388333,-70.588889,...,...,Girardi,720,2011-10-16,clusters/WFC3/12257_NGC-1651/ibhy23o7q_flt.fits,6.0,lmc,NGC1651,POLYGON 69.45137407 -70.56077085 69.31472765 -70.56068283 69.32329434 -70.60589944 69.45865687 -70.60649993 69.45137407 -70.56077085 69.45137407 -70.56077085
45,777,WFC3,UVIS,12257,NGC-1651,69.388333,-70.588889,...,...,Girardi,600,2011-10-16,clusters/WFC3/12257_NGC-1651/ibhy23obq_flt.fits,6.0,lmc,NGC1651,POLYGON 69.45137407 -70.56077085 69.31472765 -70.56068283 69.32329434 -70.60589944 69.45865687 -70.60649993 69.45137407 -70.56077085 69.45137407 -70.56077085
46,939,WFC3,UVIS,12257,NGC-1651,69.388333,-70.588889,...,...,Girardi,120,2011-10-16,stage/ibhy23nyq_flt.fits,6.0,lmc,NGC1651,POLYGON 69.45137407 -70.56077085 69.31472765 -70.56068283 69.32329434 -70.60589944 69.45865687 -70.60649993 69.45137407 -70.56077085 69.45137407 -70.56077085
47,940,WFC3,UVIS,12257,NGC-1651,69.388333,-70.588889,...,...,Girardi,720,2011-10-16,stage/ibhy23o7q_flt.fits,6.0,lmc,NGC1651,POLYGON 69.45137407 -70.56077085 69.31472765 -70.56068283 69.32329434 -70.60589944 69.45865687 -70.60649993 69.45137407 -70.56077085 69.45137407 -70.56077085
48,941,WFC3,UVIS,12257,NGC-1651,69.388333,-70.588889,...,...,Girardi,600,2011-10-16,stage/ibhy23obq_flt.fits,6.0,lmc,NGC1651,POLYGON 69.45137407 -70.56077085 69.31472765 -70.56068283 69.32329434 -70.60589944 69.45865687 -70.60649993 69.45137407 -70.56077085 69.45137407 -70.56077085
139,133,WFC3,UVIS,12940,LH-117EAST,87.34926,-70.078664,...,...,Massey,1,2012-12-14,lmc_fields/WFC3/12940_LH-117EAST/iby720g1q_flt.fits,23.0,lmc,LH117,POLYGON 87.34267468 -70.04587635 87.25780949 -70.08073715 87.3525875 -70.11203592 87.43959363 -70.07711461 87.34267468 -70.04587635 87.34267468 -70.04587635
140,134,WFC3,UVIS,12940,LH-117EAST,87.34926,-70.078664,...,...,Massey,1,2012-12-14,lmc_fields/WFC3/12940_LH-117EAST/iby720g2q_flt.fits,23.0,lmc,LH117,POLYGON 87.34267468 -70.04587635 87.25780949 -70.08073715 87.3525875 -70.11203592 87.43959363 -70.07711461 87.34267468 -70.04587635 87.34267468 -70.04587635
141,1035,WFC3,UVIS,12940,LH-117EAST,87.34926,-70.078664,...,...,Massey,1,2012-12-14,stage/iby720g1q_flt.fits,23.0,lmc,LH117,POLYGON 87.34267468 -70.04587635 87.25780949 -70.08073715 87.3525875 -70.11203592 87.43959363 -70.07711461 87.34267468 -70.04587635 87.34267468 -70.04587635
142,1036,WFC3,UVIS,12940,LH-117EAST,87.34926,-70.078664,...,...,Massey,1,2012-12-14,stage/iby720g2q_flt.fits,23.0,lmc,LH117,POLYGON 87.34267468 -70.04587635 87.25780949 -70.08073715 87.3525875 -70.11203592 87.43959363 -70.07711461 87.34267468 -70.04587635 87.34267468 -70.04587635
143,135,WFC3,UVIS,12940,LH-117NORTH,87.254244,-70.052031,...,...,Massey,1,2012-10-04,lmc_fields/WFC3/12940_LH-117NORTH/iby718z5q_flt.fits,24.0,lmc,LH117,POLYGON 87.27240439 -70.02184104 87.15956498 -70.04599796 87.23737601 -70.08272357 87.3498268 -70.05923814 87.27240439 -70.02184104 87.27240439 -70.02184104
144,136,WFC3,UVIS,12940,LH-117NORTH,87.254244,-70.052031,...,...,Massey,1,2012-10-04,lmc_fields/WFC3/12940_LH-117NORTH/iby718z6q_flt.fits,24.0,lmc,LH117,POLYGON 87.27240439 -70.02184104 87.15956498 -70.04599796 87.23737601 -70.08272357 87.3498268 -70.05923814 87.27240439 -70.02184104 87.27240439 -70.02184104
145,137,WFC3,UVIS,12940,LH-117SOUTH,87.175767,-70.084678,...,...,Massey,1,2012-11-24,lmc_fields/WFC3/12940_LH-117SOUTH/iby719ioq_flt.fits,24.0,lmc,LH117,POLYGON 87.13755296 -70.05450524 87.09151749 -70.0970087 87.21157425 -70.1157652 87.25943835 -70.07296989 87.13755296 -70.05450524 87.13755296 -70.05450524
146,138,WFC3,UVIS,12940,LH-117SOUTH,87.175767,-70.084678,...,...,Massey,1,2012-11-24,lmc_fields/WFC3/12940_LH-117SOUTH/iby719ipq_flt.fits,24.0,lmc,LH117,POLYGON 87.13755296 -70.05450524 87.09151749 -70.0970087 87.21157425 -70.1157652 87.25943835 -70.07296989 87.13755296 -70.05450524 87.13755296 -70.05450524
147,1031,WFC3,UVIS,12940,LH-117NORTH,87.254244,-70.052031,...,...,Massey,1,2012-10-04,stage/iby718z5q_flt.fits,24.0,lmc,LH117,POLYGON 87.27240439 -70.02184104 87.15956498 -70.04599796 87.23737601 -70.08272357 87.3498268 -70.05923814 87.27240439 -70.02184104 87.27240439 -70.02184104
148,1032,WFC3,UVIS,12940,LH-117NORTH,87.254244,-70.052031,...,...,Massey,1,2012-10-04,stage/iby718z6q_flt.fits,24.0,lmc,LH117,POLYGON 87.27240439 -70.02184104 87.15956498 -70.04599796 87.23737601 -70.08272357 87.3498268 -70.05923814 87.27240439 -70.02184104 87.27240439 -70.02184104
149,1033,WFC3,UVIS,12940,LH-117SOUTH,87.175767,-70.084678,...,...,Massey,1,2012-11-24,stage/iby719ioq_flt.fits,24.0,lmc,LH117,POLYGON 87.13755296 -70.05450524 87.09151749 -70.0970087 87.21157425 -70.1157652 87.25943835 -70.07296989 87.13755296 -70.05450524 87.13755296 -70.05450524
150,1034,WFC3,UVIS,12940,LH-117SOUTH,87.175767,-70.084678,...,...,Massey,1,2012-11-24,stage/iby719ipq_flt.fits,24.0,lmc,LH117,POLYGON 87.13755296 -70.05450524 87.09151749 -70.0970087 87.21157425 -70.1157652 87.25943835 -70.07296989 87.13755296 -70.05450524 87.13755296 -70.05450524
151,123,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,2,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503stq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
152,124,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503suq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
153,125,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503syq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
154,126,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1030,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503t5q_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
155,127,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1215,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503t9q_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
156,128,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1030,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503tfq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
157,129,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1030,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503tnq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
158,130,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1180,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503tsq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
159,131,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1230,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503tyq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
160,132,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,730,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503u6q_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
161,139,WFC3,UVIS,13009,HIGH-30DOR-OFF,85.757917,-69.039389,...,...,De Marchi,45,2013-09-23,lmc_fields/WFC3/13009_HIGH-30DOR-OFF/ibyy31mgq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.76623443 -69.00818539 85.66488845 -69.03560266 85.74776704 -69.06987696 85.84887037 -69.04314342 85.76623443 -69.00818539 85.76623443 -69.00818539
162,140,WFC3,UVIS,13009,HIGH-30DOR-OFF,85.757917,-69.039389,...,...,De Marchi,352,2013-09-23,lmc_fields/WFC3/13009_HIGH-30DOR-OFF/ibyy31mhq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.76623443 -69.00818539 85.66488845 -69.03560266 85.74776704 -69.06987696 85.84887037 -69.04314342 85.76623443 -69.00818539 85.76623443 -69.00818539
163,141,WFC3,UVIS,13009,HIGH-30DOR-OFF,85.757917,-69.039389,...,...,De Marchi,600,2013-09-23,lmc_fields/WFC3/13009_HIGH-30DOR-OFF/ibyy31mmq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.76623443 -69.00818539 85.66488845 -69.03560266 85.74776704 -69.06987696 85.84887037 -69.04314342 85.76623443 -69.00818539 85.76623443 -69.00818539
164,142,WFC3,UVIS,13009,HIGH-30DOR-OFF,85.757917,-69.039389,...,...,De Marchi,700,2013-09-23,lmc_fields/WFC3/13009_HIGH-30DOR-OFF/ibyy31moq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.76623443 -69.00818539 85.66488845 -69.03560266 85.74776704 -69.06987696 85.84887037 -69.04314342 85.76623443 -69.00818539 85.76623443 -69.00818539
165,143,WFC3,UVIS,13009,HIGH-30DOR-OFF,85.757917,-69.039389,...,...,De Marchi,882,2013-09-23,lmc_fields/WFC3/13009_HIGH-30DOR-OFF/ibyy31msq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.76623443 -69.00818539 85.66488845 -69.03560266 85.74776704 -69.06987696 85.84887037 -69.04314342 85.76623443 -69.00818539 85.76623443 -69.00818539
166,1009,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,2,2012-01-25,stage/ibp503stq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
167,1010,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1,2012-01-25,stage/ibp503suq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
168,1011,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1030,2012-01-25,stage/ibp503t5q_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
169,1012,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1030,2012-01-25,stage/ibp503tnq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
170,1013,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1180,2012-01-25,stage/ibp503tsq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
171,1014,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1230,2012-01-25,stage/ibp503tyq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
172,1015,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,730,2012-01-25,stage/ibp503u6q_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943
173,1043,WFC3,UVIS,13009,HIGH-30DOR-OFF,85.757917,-69.039389,...,...,De Marchi,45,2013-09-23,stage/ibyy31mgq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.76623443 -69.00818539 85.66488845 -69.03560266 85.74776704 -69.06987696 85.84887037 -69.04314342 85.76623443 -69.00818539 85.76623443 -69.00818539
174,1044,WFC3,UVIS,13009,HIGH-30DOR-OFF,85.757917,-69.039389,...,...,De Marchi,352,2013-09-23,stage/ibyy31mhq_flt.fits,25.0,lmc,LMC-FIELD-NW-1,POLYGON 85.76623443 -69.00818539 85.66488845 -69.03560266 85.74776704 -69.06987696 85.84887037 -69.04314342 85.76623443 -69.00818539 85.76623443 -69.00818539
175,144,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,20,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05moq_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
176,145,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mpq_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
177,146,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mrq_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
178,147,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mtq_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
179,148,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mvq_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
180,149,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mxq_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
181,150,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,470,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mzq_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
182,151,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,20,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05n1q_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
183,152,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,450,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05n3q_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
184,153,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,411,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05n4q_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
185,154,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,450,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05n6q_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
186,155,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05n8q_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
187,156,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,450,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05naq_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
188,157,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05ncq_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
189,158,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,20,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05neq_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
190,1210,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,20,2013-09-20,stage/icco05moq_flt.fits,26.0,lmc,LMC-FIELD-W,POLYGON ICRS  86.88190365 -70.42537929  86.96857957 -70.39072716  87.02259852 -70.40414399  86.93585478 -70.43846471  86.88190365 -70.42537929
445,738,WFC3,UVIS,12116,NGC1818,76.0615,-66.434489,...,...,Dalcanton,460,2013-03-13,clusters/WFC3/12116_NGC1818/ibxg01o2q_flt.fits,110.0,lmc,NGC1818,POLYGON 76.07186939 -66.40375307 75.97962612 -66.42941888 76.05103328 -66.4652356 76.14365275 -66.4387982 76.07186939 -66.40375307 76.07186939 -66.40375307
446,739,WFC3,UVIS,12116,NGC1818,76.0615,-66.434489,...,...,Dalcanton,2,2013-03-13,clusters/WFC3/12116_NGC1818/ibxg01o5q_flt.fits,110.0,lmc,NGC1818,POLYGON 76.07186939 -66.40375307 75.97962612 -66.42941888 76.05103328 -66.4652356 76.14365275 -66.4387982 76.07186939 -66.40375307 76.07186939 -66.40375307
