#@int,string,string,string,string,ra,dec,string,string,string,string,string,string,string,string,string,string,string,float,float,float,string
56,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,350,2014-10-15,icco09auq,WFC3/13282_LMC-FIELD-E/icco09auq_flc.fits,ICCO09B0Q,WFC3/UVIS,F555W,OPTICAL,56945.72696,56945.72719,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
57,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,350,2014-10-15,icco09auq,WFC3/13282_LMC-FIELD-E/icco09auq_flc.fits,ICCO09BDQ,WFC3/UVIS,F814W,OPTICAL,56945.78632,56945.78655,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
58,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,350,2014-10-15,icco09auq,WFC3/13282_LMC-FIELD-E/icco09auq_flc.fits,ICCO09010,WFC3/UVIS,F475W,OPTICAL,56945.69149,56945.71883,1050.0,POLYGON 73.68133004 -67.19198525 73.56436921 -67.19556601 73.58114805 -67.24040393 73.69707231 -67.23737073 73.68133004 -67.19198525 73.68133004 -67.19198525
59,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,350,2014-10-15,icco09auq,WFC3/13282_LMC-FIELD-E/icco09auq_flc.fits,ICCO09020,WFC3/UVIS,F555W,OPTICAL,56945.69734,56945.72545,1117.0,POLYGON 73.68133038 -67.19198535 73.5643695 -67.19556587 73.58114773 -67.24040382 73.69707202 -67.23737086 73.68133038 -67.19198535 73.68133038 -67.19198535
60,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,350,2014-10-15,icco09auq,WFC3/13282_LMC-FIELD-E/icco09auq_flc.fits,ICCO09030,WFC3/UVIS,F656N,OPTICAL,56945.74785,56945.77882,1350.0,POLYGON 73.68133038 -67.19198535 73.5643695 -67.19556587 73.58114773 -67.24040382 73.69707202 -67.23737086 73.68133038 -67.19198535 73.68133038 -67.19198535
61,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,350,2014-10-15,icco09auq,WFC3/13282_LMC-FIELD-E/icco09auq_flc.fits,ICCO09040,WFC3/UVIS,F814W,OPTICAL,56945.75495,56945.78477,1050.0,POLYGON 73.68133004 -67.19198525 73.56436921 -67.19556601 73.58114805 -67.24040393 73.69707231 -67.23737073 73.68133004 -67.19198525 73.68133004 -67.19198525
62,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,417,2014-10-15,icco09ayq,WFC3/13282_LMC-FIELD-E/icco09ayq_flc.fits,ICCO09ANQ,WFC3/UVIS,F475W,OPTICAL,56945.68968,56945.68991,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
63,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,417,2014-10-15,icco09ayq,WFC3/13282_LMC-FIELD-E/icco09ayq_flc.fits,ICCO09B0Q,WFC3/UVIS,F555W,OPTICAL,56945.72696,56945.72719,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
64,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,417,2014-10-15,icco09ayq,WFC3/13282_LMC-FIELD-E/icco09ayq_flc.fits,ICCO09BDQ,WFC3/UVIS,F814W,OPTICAL,56945.78632,56945.78655,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
65,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,417,2014-10-15,icco09ayq,WFC3/13282_LMC-FIELD-E/icco09ayq_flc.fits,ICCO09010,WFC3/UVIS,F475W,OPTICAL,56945.69149,56945.71883,1050.0,POLYGON 73.68133004 -67.19198525 73.56436921 -67.19556601 73.58114805 -67.24040393 73.69707231 -67.23737073 73.68133004 -67.19198525 73.68133004 -67.19198525
66,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,417,2014-10-15,icco09ayq,WFC3/13282_LMC-FIELD-E/icco09ayq_flc.fits,ICCO09020,WFC3/UVIS,F555W,OPTICAL,56945.69734,56945.72545,1117.0,POLYGON 73.68133038 -67.19198535 73.5643695 -67.19556587 73.58114773 -67.24040382 73.69707202 -67.23737086 73.68133038 -67.19198535 73.68133038 -67.19198535
67,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,417,2014-10-15,icco09ayq,WFC3/13282_LMC-FIELD-E/icco09ayq_flc.fits,ICCO09030,WFC3/UVIS,F656N,OPTICAL,56945.74785,56945.77882,1350.0,POLYGON 73.68133038 -67.19198535 73.5643695 -67.19556587 73.58114773 -67.24040382 73.69707202 -67.23737086 73.68133038 -67.19198535 73.68133038 -67.19198535
68,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,417,2014-10-15,icco09ayq,WFC3/13282_LMC-FIELD-E/icco09ayq_flc.fits,ICCO09040,WFC3/UVIS,F814W,OPTICAL,56945.75495,56945.78477,1050.0,POLYGON 73.68133004 -67.19198525 73.56436921 -67.19556601 73.58114805 -67.24040393 73.69707231 -67.23737073 73.68133004 -67.19198525 73.68133004 -67.19198525
69,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,20,2014-10-15,icco09b0q,WFC3/13282_LMC-FIELD-E/icco09b0q_flc.fits,ICCO09ANQ,WFC3/UVIS,F475W,OPTICAL,56945.68968,56945.68991,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
70,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,20,2014-10-15,icco09b0q,WFC3/13282_LMC-FIELD-E/icco09b0q_flc.fits,ICCO09B0Q,WFC3/UVIS,F555W,OPTICAL,56945.72696,56945.72719,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
71,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,20,2014-10-15,icco09b0q,WFC3/13282_LMC-FIELD-E/icco09b0q_flc.fits,ICCO09BDQ,WFC3/UVIS,F814W,OPTICAL,56945.78632,56945.78655,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
72,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,20,2014-10-15,icco09b0q,WFC3/13282_LMC-FIELD-E/icco09b0q_flc.fits,ICCO09010,WFC3/UVIS,F475W,OPTICAL,56945.69149,56945.71883,1050.0,POLYGON 73.68133004 -67.19198525 73.56436921 -67.19556601 73.58114805 -67.24040393 73.69707231 -67.23737073 73.68133004 -67.19198525 73.68133004 -67.19198525
73,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,20,2014-10-15,icco09b0q,WFC3/13282_LMC-FIELD-E/icco09b0q_flc.fits,ICCO09020,WFC3/UVIS,F555W,OPTICAL,56945.69734,56945.72545,1117.0,POLYGON 73.68133038 -67.19198535 73.5643695 -67.19556587 73.58114773 -67.24040382 73.69707202 -67.23737086 73.68133038 -67.19198535 73.68133038 -67.19198535
74,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,20,2014-10-15,icco09b0q,WFC3/13282_LMC-FIELD-E/icco09b0q_flc.fits,ICCO09030,WFC3/UVIS,F656N,OPTICAL,56945.74785,56945.77882,1350.0,POLYGON 73.68133038 -67.19198535 73.5643695 -67.19556587 73.58114773 -67.24040382 73.69707202 -67.23737086 73.68133038 -67.19198535 73.68133038 -67.19198535
75,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F555W,...,Chu,20,2014-10-15,icco09b0q,WFC3/13282_LMC-FIELD-E/icco09b0q_flc.fits,ICCO09040,WFC3/UVIS,F814W,OPTICAL,56945.75495,56945.78477,1050.0,POLYGON 73.68133004 -67.19198525 73.56436921 -67.19556601 73.58114805 -67.24040393 73.69707231 -67.23737073 73.68133004 -67.19198525 73.68133004 -67.19198525
76,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09b3q,WFC3/13282_LMC-FIELD-E/icco09b3q_flc.fits,ICCO09ANQ,WFC3/UVIS,F475W,OPTICAL,56945.68968,56945.68991,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
77,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09b3q,WFC3/13282_LMC-FIELD-E/icco09b3q_flc.fits,ICCO09B0Q,WFC3/UVIS,F555W,OPTICAL,56945.72696,56945.72719,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
78,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09b3q,WFC3/13282_LMC-FIELD-E/icco09b3q_flc.fits,ICCO09BDQ,WFC3/UVIS,F814W,OPTICAL,56945.78632,56945.78655,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
79,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09b3q,WFC3/13282_LMC-FIELD-E/icco09b3q_flc.fits,ICCO09010,WFC3/UVIS,F475W,OPTICAL,56945.69149,56945.71883,1050.0,POLYGON 73.68133004 -67.19198525 73.56436921 -67.19556601 73.58114805 -67.24040393 73.69707231 -67.23737073 73.68133004 -67.19198525 73.68133004 -67.19198525
80,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09b3q,WFC3/13282_LMC-FIELD-E/icco09b3q_flc.fits,ICCO09020,WFC3/UVIS,F555W,OPTICAL,56945.69734,56945.72545,1117.0,POLYGON 73.68133038 -67.19198535 73.5643695 -67.19556587 73.58114773 -67.24040382 73.69707202 -67.23737086 73.68133038 -67.19198535 73.68133038 -67.19198535
81,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09b3q,WFC3/13282_LMC-FIELD-E/icco09b3q_flc.fits,ICCO09030,WFC3/UVIS,F656N,OPTICAL,56945.74785,56945.77882,1350.0,POLYGON 73.68133038 -67.19198535 73.5643695 -67.19556587 73.58114773 -67.24040382 73.69707202 -67.23737086 73.68133038 -67.19198535 73.68133038 -67.19198535
82,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09b3q,WFC3/13282_LMC-FIELD-E/icco09b3q_flc.fits,ICCO09040,WFC3/UVIS,F814W,OPTICAL,56945.75495,56945.78477,1050.0,POLYGON 73.68133004 -67.19198525 73.56436921 -67.19556601 73.58114805 -67.24040393 73.69707231 -67.23737073 73.68133004 -67.19198525 73.68133004 -67.19198525
83,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09b7q,WFC3/13282_LMC-FIELD-E/icco09b7q_flc.fits,ICCO09ANQ,WFC3/UVIS,F475W,OPTICAL,56945.68968,56945.68991,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
84,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09b7q,WFC3/13282_LMC-FIELD-E/icco09b7q_flc.fits,ICCO09B0Q,WFC3/UVIS,F555W,OPTICAL,56945.72696,56945.72719,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
85,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09b7q,WFC3/13282_LMC-FIELD-E/icco09b7q_flc.fits,ICCO09BDQ,WFC3/UVIS,F814W,OPTICAL,56945.78632,56945.78655,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
86,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09b7q,WFC3/13282_LMC-FIELD-E/icco09b7q_flc.fits,ICCO09010,WFC3/UVIS,F475W,OPTICAL,56945.69149,56945.71883,1050.0,POLYGON 73.68133004 -67.19198525 73.56436921 -67.19556601 73.58114805 -67.24040393 73.69707231 -67.23737073 73.68133004 -67.19198525 73.68133004 -67.19198525
87,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09b7q,WFC3/13282_LMC-FIELD-E/icco09b7q_flc.fits,ICCO09020,WFC3/UVIS,F555W,OPTICAL,56945.69734,56945.72545,1117.0,POLYGON 73.68133038 -67.19198535 73.5643695 -67.19556587 73.58114773 -67.24040382 73.69707202 -67.23737086 73.68133038 -67.19198535 73.68133038 -67.19198535
88,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09b7q,WFC3/13282_LMC-FIELD-E/icco09b7q_flc.fits,ICCO09030,WFC3/UVIS,F656N,OPTICAL,56945.74785,56945.77882,1350.0,POLYGON 73.68133038 -67.19198535 73.5643695 -67.19556587 73.58114773 -67.24040382 73.69707202 -67.23737086 73.68133038 -67.19198535 73.68133038 -67.19198535
89,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09b7q,WFC3/13282_LMC-FIELD-E/icco09b7q_flc.fits,ICCO09040,WFC3/UVIS,F814W,OPTICAL,56945.75495,56945.78477,1050.0,POLYGON 73.68133004 -67.19198525 73.56436921 -67.19556601 73.58114805 -67.24040393 73.69707231 -67.23737073 73.68133004 -67.19198525 73.68133004 -67.19198525
90,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09bbq,WFC3/13282_LMC-FIELD-E/icco09bbq_flc.fits,ICCO09ANQ,WFC3/UVIS,F475W,OPTICAL,56945.68968,56945.68991,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
91,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09bbq,WFC3/13282_LMC-FIELD-E/icco09bbq_flc.fits,ICCO09B0Q,WFC3/UVIS,F555W,OPTICAL,56945.72696,56945.72719,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
92,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09bbq,WFC3/13282_LMC-FIELD-E/icco09bbq_flc.fits,ICCO09BDQ,WFC3/UVIS,F814W,OPTICAL,56945.78632,56945.78655,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
93,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09bbq,WFC3/13282_LMC-FIELD-E/icco09bbq_flc.fits,ICCO09010,WFC3/UVIS,F475W,OPTICAL,56945.69149,56945.71883,1050.0,POLYGON 73.68133004 -67.19198525 73.56436921 -67.19556601 73.58114805 -67.24040393 73.69707231 -67.23737073 73.68133004 -67.19198525 73.68133004 -67.19198525
94,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09bbq,WFC3/13282_LMC-FIELD-E/icco09bbq_flc.fits,ICCO09020,WFC3/UVIS,F555W,OPTICAL,56945.69734,56945.72545,1117.0,POLYGON 73.68133038 -67.19198535 73.5643695 -67.19556587 73.58114773 -67.24040382 73.69707202 -67.23737086 73.68133038 -67.19198535 73.68133038 -67.19198535
95,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09bbq,WFC3/13282_LMC-FIELD-E/icco09bbq_flc.fits,ICCO09030,WFC3/UVIS,F656N,OPTICAL,56945.74785,56945.77882,1350.0,POLYGON 73.68133038 -67.19198535 73.5643695 -67.19556587 73.58114773 -67.24040382 73.69707202 -67.23737086 73.68133038 -67.19198535 73.68133038 -67.19198535
96,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,350,2014-10-15,icco09bbq,WFC3/13282_LMC-FIELD-E/icco09bbq_flc.fits,ICCO09040,WFC3/UVIS,F814W,OPTICAL,56945.75495,56945.78477,1050.0,POLYGON 73.68133004 -67.19198525 73.56436921 -67.19556601 73.58114805 -67.24040393 73.69707231 -67.23737073 73.68133004 -67.19198525 73.68133004 -67.19198525
97,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,20,2014-10-15,icco09bdq,WFC3/13282_LMC-FIELD-E/icco09bdq_flc.fits,ICCO09ANQ,WFC3/UVIS,F475W,OPTICAL,56945.68968,56945.68991,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
98,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,20,2014-10-15,icco09bdq,WFC3/13282_LMC-FIELD-E/icco09bdq_flc.fits,ICCO09B0Q,WFC3/UVIS,F555W,OPTICAL,56945.72696,56945.72719,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
99,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,20,2014-10-15,icco09bdq,WFC3/13282_LMC-FIELD-E/icco09bdq_flc.fits,ICCO09BDQ,WFC3/UVIS,F814W,OPTICAL,56945.78632,56945.78655,20.0,POLYGON ICRS  73.56436921 -67.19556601  73.68133004 -67.19198525  73.69707231 -67.23737073  73.58114805 -67.24040393  73.56436921 -67.19556601
100,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,20,2014-10-15,icco09bdq,WFC3/13282_LMC-FIELD-E/icco09bdq_flc.fits,ICCO09010,WFC3/UVIS,F475W,OPTICAL,56945.69149,56945.71883,1050.0,POLYGON 73.68133004 -67.19198525 73.56436921 -67.19556601 73.58114805 -67.24040393 73.69707231 -67.23737073 73.68133004 -67.19198525 73.68133004 -67.19198525
101,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,20,2014-10-15,icco09bdq,WFC3/13282_LMC-FIELD-E/icco09bdq_flc.fits,ICCO09020,WFC3/UVIS,F555W,OPTICAL,56945.69734,56945.72545,1117.0,POLYGON 73.68133038 -67.19198535 73.5643695 -67.19556587 73.58114773 -67.24040382 73.69707202 -67.23737086 73.68133038 -67.19198535 73.68133038 -67.19198535
102,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,20,2014-10-15,icco09bdq,WFC3/13282_LMC-FIELD-E/icco09bdq_flc.fits,ICCO09030,WFC3/UVIS,F656N,OPTICAL,56945.74785,56945.77882,1350.0,POLYGON 73.68133038 -67.19198535 73.5643695 -67.19556587 73.58114773 -67.24040382 73.69707202 -67.23737086 73.68133038 -67.19198535 73.68133038 -67.19198535
103,WFC3,UVIS,13282,LMC-FIELD-E,73.63125,-67.2162,F814W,...,Chu,20,2014-10-15,icco09bdq,WFC3/13282_LMC-FIELD-E/icco09bdq_flc.fits,ICCO09040,WFC3/UVIS,F814W,OPTICAL,56945.75495,56945.78477,1050.0,POLYGON 73.68133004 -67.19198525 73.56436921 -67.19556601 73.58114805 -67.24040393 73.69707231 -67.23737073 73.68133004 -67.19198525 73.68133004 -67.19198525
104,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F475W,...,Chu,20,2014-03-04,icco04ohq,WFC3/13282_LMC-FIELD-NE-2/icco04ohq_flc.fits,ICCO04OHQ,WFC3/UVIS,F475W,OPTICAL,56720.96999,56720.97022,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
105,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F475W,...,Chu,20,2014-03-04,icco04ohq,WFC3/13282_LMC-FIELD-NE-2/icco04ohq_flc.fits,ICCO04OXQ,WFC3/UVIS,F555W,OPTICAL,56721.00727,56721.0075,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
106,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F475W,...,Chu,20,2014-03-04,icco04ohq,WFC3/13282_LMC-FIELD-NE-2/icco04ohq_flc.fits,ICCO04PIQ,WFC3/UVIS,F814W,OPTICAL,56721.06078,56721.06101,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
107,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F475W,...,Chu,350,2014-03-04,icco04oiq,WFC3/13282_LMC-FIELD-NE-2/icco04oiq_flc.fits,ICCO04OHQ,WFC3/UVIS,F475W,OPTICAL,56720.96999,56720.97022,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
108,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F475W,...,Chu,350,2014-03-04,icco04oiq,WFC3/13282_LMC-FIELD-NE-2/icco04oiq_flc.fits,ICCO04OXQ,WFC3/UVIS,F555W,OPTICAL,56721.00727,56721.0075,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
109,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F475W,...,Chu,350,2014-03-04,icco04oiq,WFC3/13282_LMC-FIELD-NE-2/icco04oiq_flc.fits,ICCO04PIQ,WFC3/UVIS,F814W,OPTICAL,56721.06078,56721.06101,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
110,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F555W,...,Chu,350,2014-03-04,icco04okq,WFC3/13282_LMC-FIELD-NE-2/icco04okq_flc.fits,ICCO04OHQ,WFC3/UVIS,F475W,OPTICAL,56720.96999,56720.97022,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
111,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F555W,...,Chu,350,2014-03-04,icco04okq,WFC3/13282_LMC-FIELD-NE-2/icco04okq_flc.fits,ICCO04OXQ,WFC3/UVIS,F555W,OPTICAL,56721.00727,56721.0075,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
112,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F555W,...,Chu,350,2014-03-04,icco04okq,WFC3/13282_LMC-FIELD-NE-2/icco04okq_flc.fits,ICCO04PIQ,WFC3/UVIS,F814W,OPTICAL,56721.06078,56721.06101,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
113,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F475W,...,Chu,350,2014-03-04,icco04omq,WFC3/13282_LMC-FIELD-NE-2/icco04omq_flc.fits,ICCO04OHQ,WFC3/UVIS,F475W,OPTICAL,56720.96999,56720.97022,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
114,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F475W,...,Chu,350,2014-03-04,icco04omq,WFC3/13282_LMC-FIELD-NE-2/icco04omq_flc.fits,ICCO04OXQ,WFC3/UVIS,F555W,OPTICAL,56721.00727,56721.0075,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
